file,variant,primary_label,primary_conf,top1,p1,top2,p2,top3,p3
basketball13-000927_0069_1-2.wav,orig,piano,0.830151,piano,0.830151,synth,0.161635,guitar,0.008212
basketball13-000927_0069_1-2.wav,down2,synth,1.000000,synth,1.000000,piano,0.000000,bass,0.000000
basketball13-000927_0069_1-2.wav,up2,toms,0.904501,toms,0.904501,hihat,0.095497,synth,0.000002
basketball14-000927_0069_1-2.wav,orig,synth,0.641387,synth,0.641387,toms,0.348856,piano,0.009755
basketball14-000927_0069_1-2.wav,down2,synth,1.000000,synth,1.000000,piano,0.000000,bass,0.000000
basketball14-000927_0069_1-2.wav,up2,hihat,0.991951,hihat,0.991951,synth,0.007599,toms,0.000384
basketball15-000927_0069_1-2.wav,orig,piano,0.991846,piano,0.991846,winds_brass,0.008053,toms,0.000101
basketball15-000927_0069_1-2.wav,down2,synth,0.762768,synth,0.762768,piano,0.237232,guitar,0.000000
basketball15-000927_0069_1-2.wav,up2,hihat,0.662470,hihat,0.662470,toms,0.267979,synth,0.069394
basketball16-000927_0069_1-2.wav,orig,piano,0.957976,piano,0.957976,toms,0.025440,synth,0.016584
basketball16-000927_0069_1-2.wav,down2,synth,0.922198,synth,0.922198,piano,0.077802,guitar,0.000000
basketball16-000927_0069_1-2.wav,up2,synth,0.848725,synth,0.848725,toms,0.129252,hihat,0.022024
basketball17-000927_0069_1-2.wav,orig,piano,0.758044,piano,0.758044,synth,0.241954,toms,0.000002
basketball17-000927_0069_1-2.wav,down2,synth,1.000000,synth,1.000000,piano,0.000000,toms,0.000000
basketball17-000927_0069_1-2.wav,up2,synth,0.999876,synth,0.999876,toms,0.000071,hihat,0.000053
basketball18-000927_0069_1-2.wav,orig,synth,1.000000,synth,1.000000,piano,0.000000,toms,0.000000
basketball18-000927_0069_1-2.wav,down2,synth,0.981714,synth,0.981714,bass,0.018286,piano,0.000000
basketball18-000927_0069_1-2.wav,up2,synth,0.999999,synth,0.999999,toms,0.000001,piano,0.000000
basketball19-000927_0069_1-2.wav,orig,synth,0.705191,synth,0.705191,piano,0.272354,winds_brass,0.022455
basketball19-000927_0069_1-2.wav,down2,synth,1.000000,synth,1.000000,piano,0.000000,bass,0.000000
basketball19-000927_0069_1-2.wav,up2,synth,0.999667,synth,0.999667,toms,0.000332,piano,0.000000
basketball2-000927_0069_1-2.wav,orig,synth,0.967309,synth,0.967309,piano,0.032691,toms,0.000000
basketball2-000927_0069_1-2.wav,down2,synth,0.999964,synth,0.999964,piano,0.000036,bass,0.000000
basketball2-000927_0069_1-2.wav,up2,synth,0.992328,synth,0.992328,hihat,0.007640,piano,0.000017
basketball3-000927_0069_1-2.wav,orig,synth,0.999997,synth,0.999997,piano,0.000003,guitar,0.000000
basketball3-000927_0069_1-2.wav,down2,synth,0.999989,synth,0.999989,piano,0.000011,bass,0.000000
basketball3-000927_0069_1-2.wav,up2,synth,0.999953,synth,0.999953,toms,0.000029,piano,0.000017
basketball4-000927_0069_1-2.wav,orig,piano,0.989572,piano,0.989572,synth,0.009045,toms,0.001383
basketball4-000927_0069_1-2.wav,down2,synth,0.999543,synth,0.999543,piano,0.000457,bass,0.000000
basketball4-000927_0069_1-2.wav,up2,synth,0.991838,synth,0.991838,hihat,0.008023,toms,0.000139
basketball5-000927_0069_1-2.wav,orig,piano,1.000000,piano,1.000000,synth,0.000000,winds_brass,0.000000
basketball5-000927_0069_1-2.wav,down2,piano,0.547895,piano,0.547895,synth,0.452105,guitar,0.000000
basketball5-000927_0069_1-2.wav,up2,synth,0.973106,synth,0.973106,toms,0.019770,hihat,0.007123
basketball6-000927_0069_1-2.wav,orig,synth,0.596724,synth,0.596724,piano,0.403162,toms,0.000114
basketball6-000927_0069_1-2.wav,down2,synth,1.000000,synth,1.000000,bass,0.000000,piano,0.000000
basketball6-000927_0069_1-2.wav,up2,hihat,0.859069,hihat,0.859069,synth,0.139878,toms,0.001051
basketball7-000927_0069_1-2.wav,orig,piano,0.999950,piano,0.999950,toms,0.000050,winds_brass,0.000000
basketball7-000927_0069_1-2.wav,down2,piano,0.646955,piano,0.646955,synth,0.353045,guitar,0.000000
basketball7-000927_0069_1-2.wav,up2,hihat,0.899465,hihat,0.899465,toms,0.067280,synth,0.032936
basketball8-000927_0069_1-2.wav,orig,piano,0.953746,piano,0.953746,toms,0.044116,synth,0.002138
basketball8-000927_0069_1-2.wav,down2,synth,1.000000,synth,1.000000,piano,0.000000,bass,0.000000
basketball8-000927_0069_1-2.wav,up2,hihat,0.992720,hihat,0.992720,synth,0.007261,piano,0.000017
basketball9-000927_0069_1-2.wav,orig,piano,0.985947,piano,0.985947,toms,0.013103,synth,0.000947
basketball9-000927_0069_1-2.wav,down2,synth,0.999942,synth,0.999942,piano,0.000058,toms,0.000000
basketball9-000927_0069_1-2.wav,up2,synth,0.999323,synth,0.999323,hihat,0.000523,piano,0.000149
basketballYell-000927_0068_1-2.wav,orig,piano,0.814145,piano,0.814145,synth,0.185852,winds_brass,0.000003
basketballYell-000927_0068_1-2.wav,down2,synth,0.999900,synth,0.999900,piano,0.000100,guitar,0.000000
basketballYell-000927_0068_1-2.wav,up2,synth,0.575177,synth,0.575177,toms,0.424823,piano,0.000000
bassTangent-001005_0228_1-2.wav,orig,piano,0.889373,piano,0.889373,winds_brass,0.110627,guitar,0.000000
